agent_id,steps_taken,avg_decision_time,mistakes_made,environment_type,success,behavior_cluster
645,174,3.3276680999542934,8,medium,0,0
646,175,2.5411590106203814,0,easy,1,0
647,92,2.8212813995943935,19,easy,0,1
648,145,3.624088713534093,13,hard,0,1
649,118,1.2194282325233639,10,medium,0,1
650,74,4.982036188678036,2,medium,0,2
651,95,4.876486494519237,8,easy,1,2
652,154,3.286595863099991,13,easy,1,1
653,80,1.0777580095528112,8,hard,1,2
654,54,3.4331183879133276,3,easy,0,2
655,141,0.4537722039979617,3,hard,1,0
656,45,0.25019726080844973,7,easy,1,2
657,79,1.3626461537049472,1,easy,1,2
658,168,2.36685248802265,8,medium,0,0
659,28,4.354535276501064,13,easy,0,2
660,198,3.6631284418549095,8,easy,0,0
661,117,3.7392619538799075,15,hard,0,1
662,191,2.1849173387955694,16,easy,0,1
663,176,1.7950814634801184,15,hard,0,1
664,100,1.9180899386245533,11,easy,0,1
665,99,4.939482862306684,2,easy,1,2
666,28,0.2965350379211642,10,hard,0,2
667,48,4.348454330999998,13,medium,1,2
668,135,2.935509502004728,17,hard,0,1
669,182,2.2492155540289933,4,hard,1,0
670,150,3.6537625360341695,15,hard,0,1
671,135,2.4846778129810443,19,medium,0,1
672,67,4.379773866600137,4,easy,1,2
673,157,4.513439133655167,2,hard,1,0
674,70,2.166432541679932,11,hard,0,2
675,136,1.456456206451753,0,medium,1,0
676,114,3.002516610107475,8,hard,1,0
677,176,4.5705803935217855,8,easy,0,0
678,10,1.1322447261277664,3,medium,0,2
679,140,3.152536259461066,2,easy,1,0
680,101,3.194645078453351,16,easy,0,1
681,199,3.692253809834877,1,medium,1,0
682,122,0.744681657123573,0,hard,1,0
683,162,3.607542326942234,7,easy,1,0
684,65,4.554259351261641,12,easy,0,2
685,170,0.9804472334641857,14,easy,0,1
686,175,1.2639622921270006,7,easy,0,0
687,126,4.859835960804034,11,medium,1,1
688,143,0.9867870682764999,11,medium,0,1
689,67,4.286486957510938,13,easy,0,2
690,53,2.512161496595371,14,hard,0,1
691,182,1.3114322645755676,14,easy,0,1
692,169,4.366674516235306,8,hard,0,0
693,182,2.281995749513061,18,easy,0,1
694,70,2.622605034255482,19,hard,0,1
695,56,1.8602435100588521,7,easy,1,2
696,158,3.0054591720311445,18,hard,0,1
697,89,0.9012669756666116,5,easy,1,0
698,127,2.0162995295936277,19,easy,0,1
699,173,4.850120379442909,18,hard,0,1
700,156,1.3648538202355252,3,medium,0,0
701,29,3.318009656252332,6,hard,1,2
702,194,1.6934313147010052,3,medium,1,0
703,155,3.8900183158643435,11,easy,1,0
704,56,0.7412809375199142,12,hard,1,1
705,58,4.852123120884869,2,hard,0,2
706,23,2.3235687527798325,11,hard,1,2
707,152,1.2566472703976737,1,medium,1,0
708,168,0.4601340619170621,1,medium,1,0
709,10,0.9318137349289497,8,easy,0,2
710,126,2.646892347924487,0,medium,1,0
711,63,1.7513155645133032,7,medium,1,2
712,127,4.161528492824786,5,easy,1,0
713,12,2.2113488659428495,5,hard,0,2
714,153,1.3186999356793867,17,hard,0,1
715,194,3.1240104343597475,16,easy,1,1
716,21,3.563208362738685,11,hard,0,2
717,83,0.9185053487146544,5,medium,0,2
718,25,0.9213341598127566,7,easy,0,2
719,111,0.2796899919743606,18,easy,0,1
720,161,3.708369873821639,9,easy,0,0
721,165,3.3526421853468453,0,hard,1,0
722,126,2.4256912911740884,12,easy,0,1
723,17,4.2364351999490655,16,easy,0,2
724,131,4.04778374945526,2,easy,1,0
725,101,2.9682363855440856,7,hard,0,2
726,173,4.3545292745149675,13,medium,0,1
727,99,1.1086219291801647,2,easy,0,0
728,145,0.6484061350488666,15,medium,1,1
729,195,1.4217730964332493,12,hard,0,0
730,69,0.3797255948376428,19,hard,0,1
731,187,2.702730687205057,16,hard,0,1
732,37,4.689367892245311,12,hard,0,2
733,110,0.29278334927569727,5,medium,1,0
734,50,0.6983385786491313,16,easy,0,1
735,164,2.315775238588833,13,hard,0,1
736,154,4.675987585886734,16,hard,0,1
737,170,1.6491649143860776,7,medium,0,0
738,166,2.585450562573123,10,medium,0,0
739,150,0.3037070093469213,19,hard,0,1
740,55,0.8268816847142354,0,easy,1,2
741,44,4.93448760249835,6,easy,1,2
742,143,4.829081612536623,16,hard,1,1
743,91,0.12420590657860713,9,medium,1,1
744,124,4.763877748573871,10,hard,1,0
745,56,3.231687695295952,8,hard,0,2
746,162,4.352799643148108,8,medium,0,0
747,19,2.32822529260591,4,hard,1,2
748,65,2.6264205400383265,16,hard,0,1
749,39,2.4953482432589094,8,hard,1,2
750,118,3.3676348619759118,16,medium,0,1
751,14,0.7842911483059333,18,easy,0,1
752,128,0.246870590376122,6,easy,0,0
753,42,1.6088567137968357,8,medium,1,2
754,127,3.552935737409569,6,easy,0,0
755,74,1.0890819154024471,12,hard,1,1
756,155,3.399818923292095,10,easy,0,0
757,186,4.852569025925625,13,hard,1,1
758,20,0.5601135073681501,18,easy,0,1
759,94,3.395750379303119,10,medium,0,2
760,35,2.2743760745923987,12,easy,0,2
761,72,4.353897046449776,13,easy,1,2
762,95,0.968033968292191,12,easy,0,1
763,68,3.4938671659082066,0,medium,1,2
764,36,4.20676491927574,7,easy,1,2
765,186,4.728609675422714,11,medium,1,0
766,170,3.4479153386192647,18,hard,0,1
767,107,2.536156343641294,11,easy,0,1
768,114,3.1274514769859483,7,medium,1,0
769,108,4.357634423945719,7,medium,1,2
770,138,2.8959877585302656,12,easy,1,1
771,158,0.24889659251450064,11,hard,0,0
772,64,4.6616486079841915,15,medium,0,1
773,15,3.47868108005465,0,easy,0,2
774,104,3.4149155903085084,12,hard,1,1
775,142,1.1568082467488143,6,medium,1,0
776,111,3.328538804140021,4,medium,1,0
777,12,2.029935587705377,7,hard,1,2
778,190,3.2910415875033117,13,hard,0,1
779,32,0.6223058485091546,12,easy,0,2
780,62,3.323441992554877,14,easy,1,1
781,174,4.997127256276266,16,medium,0,1
782,92,0.33623899041672456,14,hard,1,1
783,154,4.888153502684455,19,hard,0,1
784,94,2.093849007542066,17,hard,0,1
785,87,4.366691906652569,17,medium,1,1
786,119,3.9336888718855403,1,hard,1,0
787,10,2.8783796788346727,3,hard,0,2
788,60,3.7184011253315004,0,medium,0,2
789,182,4.404726250376605,3,easy,1,0
790,13,2.0802875760900617,17,easy,1,1
791,199,1.7024624916598698,4,medium,1,0
792,122,3.3712075892615654,18,hard,0,1
793,41,4.058445115512167,14,medium,0,2
794,43,3.8351971604054174,7,easy,1,2
795,101,4.009286879407309,19,easy,0,1
796,104,2.234358242583372,16,medium,1,1
797,81,4.107387659257606,0,medium,0,2
798,48,0.6890243713159814,11,easy,1,2
799,163,2.767996580008163,18,medium,1,1
800,171,0.1282174364407957,14,easy,0,1
801,191,1.6904705665113247,8,medium,0,0
802,127,1.8956615208698497,6,medium,0,0
803,12,2.0412461888853515,1,medium,1,2
804,132,3.507789312780325,8,easy,1,0
805,59,2.003934696224694,9,medium,0,2
806,21,2.2985987508504007,1,easy,1,2
807,63,1.2639662412842048,18,easy,0,1
808,142,1.9289337789837666,10,medium,0,0
809,66,1.2136211735894424,12,medium,0,1
810,154,0.45866002646537385,9,easy,1,0
811,121,3.056898107568752,13,easy,0,1
812,56,3.37424271291958,17,hard,0,1
813,160,3.1355026954471112,18,easy,0,1
814,94,2.3711208146228047,8,hard,1,2
815,151,1.9609503228782263,6,hard,1,0
816,75,4.330334882901943,2,hard,0,2
817,84,2.6435007471674687,19,medium,0,1
818,188,2.447991200385682,5,medium,1,0
819,112,0.2256461224515349,1,easy,1,0
820,175,1.7721143553681664,5,hard,1,0
821,47,1.9629585320507,2,medium,0,2
822,59,2.0542316263948126,15,medium,1,1
823,107,2.9428446092139287,7,medium,1,0
824,91,2.7146524789617046,1,medium,0,2
825,39,3.078734954687879,16,medium,1,1
826,88,3.847927981556429,8,hard,0,2
827,100,4.083630119708858,11,hard,0,2
828,188,3.618803073509823,2,hard,1,0
829,61,4.78206611017918,10,hard,0,2
830,175,0.189339655114172,0,easy,1,0
831,88,1.059312129849376,12,hard,1,1
832,39,0.1370580873928964,14,medium,0,1
833,115,3.272626099357555,4,hard,0,0
834,60,4.500349689854936,16,easy,0,1
835,90,1.2930632532238666,5,medium,1,2
836,142,4.642469269501903,10,hard,1,0
837,38,0.39531021241884823,17,hard,0,1
838,141,4.67873653134702,3,hard,1,0
839,147,1.822951167474209,2,medium,1,0
840,193,0.596962059401161,12,medium,0,0
841,154,2.480771620012996,8,easy,1,0
842,83,1.358205181830489,5,medium,1,2
843,26,1.495877219613422,11,medium,1,2
844,93,1.6057208281388045,1,hard,0,0
845,78,4.034826899380051,2,medium,1,2
846,43,2.7418902557087472,2,hard,0,2
847,15,1.6254077258644182,11,hard,1,2
848,62,3.0906355382235002,14,medium,0,1
849,135,3.6091383036936486,8,easy,0,0
850,52,1.4358576035943156,7,easy,1,2
851,124,2.1263905974742228,10,medium,1,0
852,120,0.697241857351043,15,easy,0,1
853,160,0.9876318127199336,3,hard,1,0
854,192,3.437477484428416,0,hard,0,0
855,89,0.9890479037085721,6,medium,0,2
856,104,2.673300579968595,1,easy,1,0
857,127,3.5743266824399207,4,easy,0,0
858,153,0.6236969231642449,6,hard,0,0
859,17,2.8798298761816277,3,medium,1,2
860,141,1.3571576401366827,4,easy,0,0
861,113,4.818341688664141,0,medium,1,0
862,141,2.4693736689276315,0,easy,1,0
863,193,4.049363493898275,14,hard,0,1
864,34,2.796110056565683,19,hard,1,1
865,105,0.31272141098861395,18,medium,0,1
866,164,3.20244174041071,9,hard,1,0
867,102,4.761876376812619,17,easy,0,1
868,169,3.047897918717023,2,hard,0,0
869,187,4.114025411191272,10,medium,0,0
870,70,4.432611670407198,14,medium,0,1
871,131,1.2175908825497692,10,medium,0,0
872,60,1.1390197155503108,16,easy,0,1
873,156,3.0938068453698597,16,easy,0,1
874,30,2.1140395020528535,5,easy,1,2
875,14,4.2153203840469295,4,easy,1,2
876,101,4.510113304650255,7,easy,1,2
877,179,1.831764758583319,1,hard,1,0
878,70,1.2606657389749623,15,easy,1,1
879,31,3.9245750246949234,19,easy,0,1
880,158,1.4465495741858672,11,hard,0,0
881,79,4.130810160717024,5,easy,1,2
882,10,2.176317442878938,0,medium,0,2
883,142,3.3709945065282056,3,easy,0,0
884,21,0.5681230377898742,16,easy,0,1
885,99,3.156910690915208,12,medium,0,1
886,55,2.313661625812423,17,medium,0,1
887,43,2.974381469559823,4,medium,1,2
888,186,0.9232696179498308,2,medium,0,0
889,87,3.710681350226493,10,easy,1,2
890,54,4.32770567996182,12,medium,0,2
891,164,1.1620250204448008,3,medium,0,0
892,82,0.5690013220487925,13,hard,0,1
893,35,0.21582907162704834,10,medium,1,2
894,56,3.2456603521720035,9,medium,0,2
895,130,3.074760776835026,18,hard,0,1
896,65,2.778817322298943,17,hard,0,1
897,103,1.2365407709682796,5,easy,1,0
898,116,2.015439379937022,14,hard,1,1
899,72,3.0129340424122484,9,easy,0,2
900,57,2.5341576084099304,4,hard,0,2
901,70,4.940149049052947,4,hard,0,2
902,90,0.7685547875279923,9,easy,1,1
903,35,3.5062083148332097,4,hard,0,2
904,45,2.0811619637110317,2,easy,1,2
905,10,2.1981781131355125,5,hard,0,2
906,17,3.616229051725064,3,medium,1,2
907,122,3.4929371414894117,17,hard,0,1
908,108,4.9571543691407225,8,easy,1,2
909,189,0.7291320183252137,16,hard,0,1
910,56,0.610137281982415,12,easy,0,1
911,136,3.649260203930832,14,easy,1,1
912,65,2.934095893331405,19,medium,0,1
913,23,1.443387266143049,16,medium,1,1
914,37,0.48915490804603445,12,easy,0,2
915,87,0.5197254230225097,15,hard,0,1
916,139,4.4815352858541795,3,easy,1,0
917,118,1.0401498911218403,4,easy,1,0
918,163,1.684520654366052,4,hard,1,0
919,23,1.2106163709122415,8,hard,0,2
920,196,1.8394818985764931,16,hard,0,1
921,65,0.44017682945585757,12,hard,1,1
922,124,2.643392975450525,1,easy,1,0
923,16,0.43130156160185307,12,easy,1,2
924,12,4.021746888329572,18,medium,0,1
925,120,1.2451892013611219,2,easy,0,0
926,160,2.746058381562102,9,hard,0,0
927,116,4.412387529051145,1,medium,1,0
928,27,3.2892991083312517,12,hard,1,2
929,47,2.7114931541015435,18,easy,1,1
930,124,1.6892353902653408,16,medium,0,1
931,24,1.73170937398517,13,hard,1,2
932,128,3.380486080471132,11,medium,0,1
933,37,4.971282869983721,11,medium,1,2
934,48,3.3430120302619555,10,easy,1,2
935,194,2.8331387451131222,6,hard,1,0
936,26,3.6801875001723063,3,medium,1,2
937,95,2.3795075001902193,18,medium,0,1
938,135,0.39469747874384753,0,hard,0,0
939,53,2.855254397801758,2,medium,1,2
940,34,4.792363894076363,12,medium,0,2
941,154,0.9589844175525323,14,medium,0,1
942,22,3.4810239650212624,1,hard,1,2
943,34,1.0845750744293767,10,hard,0,2
944,77,2.7255556539180983,3,hard,1,2
945,147,0.5737146032689262,18,hard,0,1
946,76,2.3068175876651074,16,easy,0,1
947,118,3.805200311586706,2,medium,1,0
948,155,1.8031004687710124,17,hard,0,1
949,120,3.358067449987369,7,medium,1,0
950,120,3.9977048078696735,18,medium,0,1
951,43,4.643171315449318,4,easy,1,2
952,120,1.2497462010917226,6,hard,1,0
953,17,2.05664798746561,7,hard,0,2
954,177,0.8468384653190455,4,medium,0,0
955,122,4.963169160576038,16,hard,0,1
956,92,4.642304742829047,4,medium,0,2
957,51,2.745789938374742,3,medium,0,2
958,178,4.225963142444464,18,easy,0,1
959,110,2.652694088633007,1,easy,0,0
960,15,3.155569871213523,10,easy,1,2
961,189,0.5367097173684815,12,medium,1,0
962,35,3.8008250604343594,14,hard,0,2
963,73,0.7257960698126507,11,easy,1,1
964,196,4.147731388237389,10,hard,0,0
965,193,3.9319376295848913,6,easy,0,0
966,68,3.572849018940585,4,easy,1,2
967,118,0.2771858645713344,16,medium,1,1
968,130,1.5853289441321103,19,easy,0,1
969,42,1.3892515925631301,8,easy,1,2
970,190,1.8646683966104438,13,medium,0,1
971,159,0.5294494591428089,11,hard,0,0
972,30,4.6910933328522075,5,easy,1,2
973,79,2.813630979490644,16,medium,1,1
974,121,1.5970691222243156,18,easy,1,1
975,13,2.045209433663989,18,medium,0,1
976,103,2.291292448473695,15,hard,0,1
977,84,3.042912233467025,11,hard,0,2
978,199,2.6268291957128396,11,medium,1,0
979,71,4.605020668750645,19,medium,0,1
980,103,2.5351210662385686,5,medium,0,0
981,104,4.961574272634232,3,hard,0,2
982,161,4.271982292950969,5,easy,1,0
983,64,1.1217015203509457,10,hard,1,2
984,146,4.65991655175519,0,medium,0,0
985,140,0.6701953496388329,14,medium,0,1
986,40,4.105503571606839,10,hard,1,2
987,49,1.9650541380352426,18,medium,1,1
988,45,4.402074170180841,17,hard,0,1
989,161,4.353477781526506,16,medium,0,1
990,15,4.049034460576344,18,easy,0,1
991,75,3.971149137904601,13,easy,0,1
992,84,1.5929277815804,17,medium,0,1
993,13,0.4965044869511357,18,hard,1,1
994,88,2.0746028759492914,14,easy,0,1
995,143,0.9502701234338925,14,hard,0,1
996,127,3.505260335622063,3,medium,0,0
997,122,1.7958886600351494,6,hard,1,0
998,103,4.880489984213583,12,easy,1,1
999,188,3.240763178992127,2,hard,1,0
1000,71,4.1301547618083685,15,hard,0,1
